"activity" "subject" "feature" "average value"
"374" "LAYING" 5 "fBodyAccJerk-meanFreq()-Z" 0.0916938788480769
"375" "LAYING" 5 "fBodyGyro-mean()-X" -0.975797491730769
"376" "LAYING" 5 "fBodyGyro-mean()-Y" -0.978249645769231
"377" "LAYING" 5 "fBodyGyro-mean()-Z" -0.963202948461538
"378" "LAYING" 5 "fBodyGyro-std()-X" -0.980705769807692
"379" "LAYING" 5 "fBodyGyro-std()-Y" -0.977257800961538
"380" "LAYING" 5 "fBodyGyro-std()-Z" -0.963305738076923
"381" "LAYING" 5 "fBodyGyro-meanFreq()-X" -0.0227235857115385
"382" "LAYING" 5 "fBodyGyro-meanFreq()-Y" 0.06812484775
"383" "LAYING" 5 "fBodyGyro-meanFreq()-Z" 0.0413600281009615
"384" "LAYING" 5 "fBodyAccMag-mean()" -0.962234984038462
"385" "LAYING" 5 "fBodyAccMag-std()" -0.962525369423077
"386" "LAYING" 5 "fBodyAccMag-meanFreq()" 0.292032094967308
"387" "LAYING" 5 "fBodyBodyAccJerkMag-mean()" -0.977356379807692
"388" "LAYING" 5 "fBodyBodyAccJerkMag-std()" -0.976381934807692
"389" "LAYING" 5 "fBodyBodyAccJerkMag-meanFreq()" 0.197005001461538
"390" "LAYING" 5 "fBodyBodyGyroMag-mean()" -0.968257068846154
"391" "LAYING" 5 "fBodyBodyGyroMag-std()" -0.959263063269231
"392" "LAYING" 5 "fBodyBodyGyroMag-meanFreq()" 0.102441765923077
"393" "LAYING" 5 "fBodyBodyGyroJerkMag-mean()" -0.984618025769231
"394" "LAYING" 5 "fBodyBodyGyroJerkMag-std()" -0.983434493076923
"395" "LAYING" 5 "fBodyBodyGyroJerkMag-meanFreq()" 0.0247367106615385
"396" "LAYING" 6 "tBodyAcc-mean()-X" 0.248656520140351
"397" "LAYING" 6 "tBodyAcc-mean()-Y" -0.0102529170561404
"398" "LAYING" 6 "tBodyAcc-mean()-Z" -0.133119570368421
"399" "LAYING" 6 "tBodyAcc-std()-X" -0.934049422052632
"400" "LAYING" 6 "tBodyAcc-std()-Y" -0.924644826385965
"401" "LAYING" 6 "tBodyAcc-std()-Z" -0.925216100350877
"402" "LAYING" 6 "tGravityAcc-mean()-X" -0.47670987877193
"403" "LAYING" 6 "tGravityAcc-mean()-Y" 0.956593814210526
"404" "LAYING" 6 "tGravityAcc-mean()-Z" 0.175867709021053
"405" "LAYING" 6 "tGravityAcc-std()-X" -0.887746310350877
"406" "LAYING" 6 "tGravityAcc-std()-Y" -0.959161956491228
"407" "LAYING" 6 "tGravityAcc-std()-Z" -0.928130738421053
"408" "LAYING" 6 "tBodyAccJerk-mean()-X" 0.0963481955263158
"409" "LAYING" 6 "tBodyAccJerk-mean()-Y" -0.00114529240245614
"410" "LAYING" 6 "tBodyAccJerk-mean()-Z" 0.00328817288070175
"411" "LAYING" 6 "tBodyAccJerk-std()-X" -0.966341054736842
"412" "LAYING" 6 "tBodyAccJerk-std()-Y" -0.933674494385965
"413" "LAYING" 6 "tBodyAccJerk-std()-Z" -0.959646055263158
"414" "LAYING" 6 "tBodyGyro-mean()-X" -0.0079605026754386
"415" "LAYING" 6 "tBodyGyro-mean()-Y" -0.107218315054386
"416" "LAYING" 6 "tBodyGyro-mean()-Z" 0.179102058245614
"417" "LAYING" 6 "tBodyGyro-std()-X" -0.955378225087719
"418" "LAYING" 6 "tBodyGyro-std()-Y" -0.943634949473684
"419" "LAYING" 6 "tBodyGyro-std()-Z" -0.939141878596491
"420" "LAYING" 6 "tBodyGyroJerk-mean()-X" -0.111267284631579
"421" "LAYING" 6 "tBodyGyroJerk-mean()-Y" -0.0424104289992982
"422" "LAYING" 6 "tBodyGyroJerk-mean()-Z" -0.0717774743859649
"423" "LAYING" 6 "tBodyGyroJerk-std()-X" -0.939611608245614
"424" "LAYING" 6 "tBodyGyroJerk-std()-Y" -0.958628819649123
"425" "LAYING" 6 "tBodyGyroJerk-std()-Z" -0.959579071578947
"426" "LAYING" 6 "tBodyAccMag-mean()" -0.918878850824561
"427" "LAYING" 6 "tBodyAccMag-std()" -0.897326245964912
"428" "LAYING" 6 "tGravityAccMag-mean()" -0.918878850824561
"429" "LAYING" 6 "tGravityAccMag-std()" -0.897326245964912
"430" "LAYING" 6 "tBodyAccJerkMag-mean()" -0.954750504912281
"431" "LAYING" 6 "tBodyAccJerkMag-std()" -0.950341934385965
"432" "LAYING" 6 "tBodyGyroMag-mean()" -0.908980174736842
"433" "LAYING" 6 "tBodyGyroMag-std()" -0.920914497017544
"434" "LAYING" 6 "tBodyGyroJerkMag-mean()" -0.955645738245614
"435" "LAYING" 6 "tBodyGyroJerkMag-std()" -0.953157001578947
"436" "LAYING" 6 "fBodyAcc-mean()-X" -0.939114254210526
"437" "LAYING" 6 "fBodyAcc-mean()-Y" -0.923706791403509
"438" "LAYING" 6 "fBodyAcc-mean()-Z" -0.938044912280702
"439" "LAYING" 6 "fBodyAcc-std()-X" -0.932462941461404
"440" "LAYING" 6 "fBodyAcc-std()-Y" -0.929711219929825
"441" "LAYING" 6 "fBodyAcc-std()-Z" -0.924004748421053
"442" "LAYING" 6 "fBodyAcc-meanFreq()-X" -0.219729934157895
"443" "LAYING" 6 "fBodyAcc-meanFreq()-Y" 0.348418746140351
"444" "LAYING" 6 "fBodyAcc-meanFreq()-Z" 0.161457927833333
"445" "LAYING" 6 "fBodyAccJerk-mean()-X" -0.967072436842105
"446" "LAYING" 6 "fBodyAccJerk-mean()-Y" -0.936043420175439
"447" "LAYING" 6 "fBodyAccJerk-mean()-Z" -0.954425844736842
"448" "LAYING" 6 "fBodyAccJerk-std()-X" -0.968619159473684
"449" "LAYING" 6 "fBodyAccJerk-std()-Y" -0.935717452807018
"450" "LAYING" 6 "fBodyAccJerk-std()-Z" -0.963567540877193
"451" "LAYING" 6 "fBodyAccJerk-meanFreq()-X" 0.0114731894070175
"452" "LAYING" 6 "fBodyAccJerk-meanFreq()-Y" -0.0222029460298246
"453" "LAYING" 6 "fBodyAccJerk-meanFreq()-Z" 0.0784684032122807
"454" "LAYING" 6 "fBodyGyro-mean()-X" -0.935439769649123
"455" "LAYING" 6 "fBodyGyro-mean()-Y" -0.941771544385965
"456" "LAYING" 6 "fBodyGyro-mean()-Z" -0.932636612807018
"457" "LAYING" 6 "fBodyGyro-std()-X" -0.962164978596491
"458" "LAYING" 6 "fBodyGyro-std()-Y" -0.945365097894737
"459" "LAYING" 6 "fBodyGyro-std()-Z" -0.947136774385965
"460" "LAYING" 6 "fBodyGyro-meanFreq()-X" 0.102549066280877
"461" "LAYING" 6 "fBodyGyro-meanFreq()-Y" 0.0236567802333333
"462" "LAYING" 6 "fBodyGyro-meanFreq()-Z" 0.0445225537614035
"463" "LAYING" 6 "fBodyAccMag-mean()" -0.91235165222807
"464" "LAYING" 6 "fBodyAccMag-std()" -0.905373979824561
"465" "LAYING" 6 "fBodyAccMag-meanFreq()" 0.1446050868
"466" "LAYING" 6 "fBodyBodyAccJerkMag-mean()" -0.948655471052632
"467" "LAYING" 6 "fBodyBodyAccJerkMag-std()" -0.951552664035088
"468" "LAYING" 6 "fBodyBodyAccJerkMag-meanFreq()" 0.182525077889474
"469" "LAYING" 6 "fBodyBodyGyroMag-mean()" -0.930153639473684
"470" "LAYING" 6 "fBodyBodyGyroMag-std()" -0.928694890175439
"471" "LAYING" 6 "fBodyBodyGyroMag-meanFreq()" 0.119317522942105
"472" "LAYING" 6 "fBodyBodyGyroJerkMag-mean()" -0.953695957368421
"473" "LAYING" 6 "fBodyBodyGyroJerkMag-std()" -0.955504654561404
"474" "LAYING" 6 "fBodyBodyGyroJerkMag-meanFreq()" 0.16376531874386
"475" "LAYING" 7 "tBodyAcc-mean()-X" 0.250176694038462
"476" "LAYING" 7 "tBodyAcc-mean()-Y" -0.0204411516884615
"477" "LAYING" 7 "tBodyAcc-mean()-Z" -0.101361036576923
"478" "LAYING" 7 "tBodyAcc-std()-X" -0.93651361
"479" "LAYING" 7 "tBodyAcc-std()-Y" -0.926262668653846
"480" "LAYING" 7 "tBodyAcc-std()-Z" -0.952978365961539
"481" "LAYING" 7 "tGravityAcc-mean()-X" -0.502814250576923
"482" "LAYING" 7 "tGravityAcc-mean()-Y" 0.393444278076923
"483" "LAYING" 7 "tGravityAcc-mean()-Z" 0.907537823461538
"484" "LAYING" 7 "tGravityAcc-std()-X" -0.914221270096154
"485" "LAYING" 7 "tGravityAcc-std()-Y" -0.955543549230769
"486" "LAYING" 7 "tGravityAcc-std()-Z" -0.961908984423077
"487" "LAYING" 7 "tBodyAccJerk-mean()-X" 0.0968904018076923
"488" "LAYING" 7 "tBodyAccJerk-mean()-Y" 0.0250624183634615
"489" "LAYING" 7 "tBodyAccJerk-mean()-Z" -0.0131653918205769
"490" "LAYING" 7 "tBodyAccJerk-std()-X" -0.980977756153846
"491" "LAYING" 7 "tBodyAccJerk-std()-Y" -0.973093160192308
"492" "LAYING" 7 "tBodyAccJerk-std()-Z" -0.972983064230769
"493" "LAYING" 7 "tBodyGyro-mean()-X" -0.00282641913096154
"494" "LAYING" 7 "tBodyGyro-mean()-Y" -0.133605695057692
"495" "LAYING" 7 "tBodyGyro-mean()-Z" 0.155920029769231
"496" "LAYING" 7 "tBodyGyro-std()-X" -0.9601268225
"497" "LAYING" 7 "tBodyGyro-std()-Y" -0.945071935384615
"498" "LAYING" 7 "tBodyGyro-std()-Z" -0.955294890576923
"499" "LAYING" 7 "tBodyGyroJerk-mean()-X" -0.105944243484615
"500" "LAYING" 7 "tBodyGyroJerk-mean()-Y" -0.0358897425826923
"501" "LAYING" 7 "tBodyGyroJerk-mean()-Z" -0.0671901794615385
"502" "LAYING" 7 "tBodyGyroJerk-std()-X" -0.9738372325
"503" "LAYING" 7 "tBodyGyroJerk-std()-Y" -0.976483727307692
"504" "LAYING" 7 "tBodyGyroJerk-std()-Z" -0.988871878269231
"505" "LAYING" 7 "tBodyAccMag-mean()" -0.936392023846154
"506" "LAYING" 7 "tBodyAccMag-std()" -0.907039513153846
"507" "LAYING" 7 "tGravityAccMag-mean()" -0.936392023846154
"508" "LAYING" 7 "tGravityAccMag-std()" -0.907039513153846
"509" "LAYING" 7 "tBodyAccJerkMag-mean()" -0.980127239615385
"510" "LAYING" 7 "tBodyAccJerkMag-std()" -0.967310932307692
"511" "LAYING" 7 "tBodyGyroMag-mean()" -0.915793634807692
"512" "LAYING" 7 "tBodyGyroMag-std()" -0.918662459038462
"513" "LAYING" 7 "tBodyGyroJerkMag-mean()" -0.983008829038462
"514" "LAYING" 7 "tBodyGyroJerkMag-std()" -0.971205137884615
"515" "LAYING" 7 "fBodyAcc-mean()-X" -0.953424245576923
"516" "LAYING" 7 "fBodyAcc-mean()-Y" -0.942193953846154
"517" "LAYING" 7 "fBodyAcc-mean()-Z" -0.958611644615385
"518" "LAYING" 7 "fBodyAcc-std()-X" -0.931120580576923
"519" "LAYING" 7 "fBodyAcc-std()-Y" -0.922917902307692
"520" "LAYING" 7 "fBodyAcc-std()-Z" -0.953380646346154
"521" "LAYING" 7 "fBodyAcc-meanFreq()-X" -0.635913046346154
"522" "LAYING" 7 "fBodyAcc-meanFreq()-Y" -0.0438292665807692
"523" "LAYING" 7 "fBodyAcc-meanFreq()-Z" 0.237111987323077
"524" "LAYING" 7 "fBodyAccJerk-mean()-X" -0.980393046923077
"525" "LAYING" 7 "fBodyAccJerk-mean()-Y" -0.972531648846154
"526" "LAYING" 7 "fBodyAccJerk-mean()-Z" -0.969524977692308
"527" "LAYING" 7 "fBodyAccJerk-std()-X" -0.983560175384615
"528" "LAYING" 7 "fBodyAccJerk-std()-Y" -0.975886145
"529" "LAYING" 7 "fBodyAccJerk-std()-Z" -0.975072995192308
"530" "LAYING" 7 "fBodyAccJerk-meanFreq()-X" 0.0207159202961538
"531" "LAYING" 7 "fBodyAccJerk-meanFreq()-Y" -0.0451342616019231
"532" "LAYING" 7 "fBodyAccJerk-meanFreq()-Z" 0.0945605852
"533" "LAYING" 7 "fBodyGyro-mean()-X" -0.953684547692308
"534" "LAYING" 7 "fBodyGyro-mean()-Y" -0.957570207692308
"535" "LAYING" 7 "fBodyGyro-mean()-Z" -0.956905310961538
"536" "LAYING" 7 "fBodyGyro-std()-X" -0.962348254423077
"537" "LAYING" 7 "fBodyGyro-std()-Y" -0.939727873653846
"538" "LAYING" 7 "fBodyGyro-std()-Z" -0.9588764125
"539" "LAYING" 7 "fBodyGyro-meanFreq()-X" -0.139745225083077
"540" "LAYING" 7 "fBodyGyro-meanFreq()-Y" -0.453725644769231
"541" "LAYING" 7 "fBodyGyro-meanFreq()-Z" 0.0144682871075
"542" "LAYING" 7 "fBodyAccMag-mean()" -0.927976880634615
"543" "LAYING" 7 "fBodyAccMag-std()" -0.910542462919231
"544" "LAYING" 7 "fBodyAccMag-meanFreq()" -0.129091025169231
"545" "LAYING" 7 "fBodyBodyAccJerkMag-mean()" -0.968066259230769
"546" "LAYING" 7 "fBodyBodyAccJerkMag-std()" -0.965359228076923
"547" "LAYING" 7 "fBodyBodyAccJerkMag-meanFreq()" 0.217605286703846
"548" "LAYING" 7 "fBodyBodyGyroMag-mean()" -0.941130719230769
"549" "LAYING" 7 "fBodyBodyGyroMag-std()" -0.918892518653846
"550" "LAYING" 7 "fBodyBodyGyroMag-meanFreq()" -0.265784491092308
"551" "LAYING" 7 "fBodyBodyGyroJerkMag-mean()" -0.974117912115385
"552" "LAYING" 7 "fBodyBodyGyroJerkMag-std()" -0.969403035384615
"553" "LAYING" 7 "fBodyBodyGyroJerkMag-meanFreq()" 0.104422952923077
"554" "LAYING" 8 "tBodyAcc-mean()-X" 0.261254282907407
"555" "LAYING" 8 "tBodyAcc-mean()-Y" -0.0212281733881481
"556" "LAYING" 8 "tBodyAcc-mean()-Z" -0.102245365611111
"557" "LAYING" 8 "tBodyAcc-std()-X" -0.94304121537037
"558" "LAYING" 8 "tBodyAcc-std()-Y" -0.93489116
"559" "LAYING" 8 "tBodyAcc-std()-Z" -0.932491454407407
"560" "LAYING" 8 "tGravityAcc-mean()-X" -0.405930036111111
"561" "LAYING" 8 "tGravityAcc-mean()-Y" 0.589922434814815
"562" "LAYING" 8 "tGravityAcc-mean()-Z" 0.719831539259259
"563" "LAYING" 8 "tGravityAcc-std()-X" -0.918873192333333
"564" "LAYING" 8 "tGravityAcc-std()-Y" -0.957990036481482
"565" "LAYING" 8 "tGravityAcc-std()-Z" -0.94183626337037
"566" "LAYING" 8 "tBodyAccJerk-mean()-X" 0.0878326902592593
"567" "LAYING" 8 "tBodyAccJerk-mean()-Y" 0.0233299159137037
"568" "LAYING" 8 "tBodyAccJerk-mean()-Z" -0.0169218791344444
"569" "LAYING" 8 "tBodyAccJerk-std()-X" -0.973253042222222
"570" "LAYING" 8 "tBodyAccJerk-std()-Y" -0.976520952037037
"571" "LAYING" 8 "tBodyAccJerk-std()-Z" -0.96608757462963
"572" "LAYING" 8 "tBodyGyro-mean()-X" 0.00535361206851852
"573" "LAYING" 8 "tBodyGyro-mean()-Y" -0.0891374138592593
"574" "LAYING" 8 "tBodyGyro-mean()-Z" 0.13818830737037
"575" "LAYING" 8 "tBodyGyro-std()-X" -0.965204017592593
"576" "LAYING" 8 "tBodyGyro-std()-Y" -0.952039385740741
"577" "LAYING" 8 "tBodyGyro-std()-Z" -0.96758975462963
"578" "LAYING" 8 "tBodyGyroJerk-mean()-X" -0.106445008314815
"579" "LAYING" 8 "tBodyGyroJerk-mean()-Y" -0.0389735198722222
"580" "LAYING" 8 "tBodyGyroJerk-mean()-Z" -0.0694123150925926
"581" "LAYING" 8 "tBodyGyroJerk-std()-X" -0.969924077407407
"582" "LAYING" 8 "tBodyGyroJerk-std()-Y" -0.974186451851852
"583" "LAYING" 8 "tBodyGyroJerk-std()-Z" -0.987601203703704
"584" "LAYING" 8 "tBodyAccMag-mean()" -0.935308633888889
"585" "LAYING" 8 "tBodyAccMag-std()" -0.91325033
"586" "LAYING" 8 "tGravityAccMag-mean()" -0.935308633888889
"587" "LAYING" 8 "tGravityAccMag-std()" -0.91325033
"588" "LAYING" 8 "tBodyAccJerkMag-mean()" -0.97314748962963
"589" "LAYING" 8 "tBodyAccJerkMag-std()" -0.962954517222222
"590" "LAYING" 8 "tBodyGyroMag-mean()" -0.924253348518518
"591" "LAYING" 8 "tBodyGyroMag-std()" -0.932470764444444
"592" "LAYING" 8 "tBodyGyroJerkMag-mean()" -0.978438191296296
"593" "LAYING" 8 "tBodyGyroJerkMag-std()" -0.969029111666667
"594" "LAYING" 8 "fBodyAcc-mean()-X" -0.953538563888889
"595" "LAYING" 8 "fBodyAcc-mean()-Y" -0.951816663703704
"596" "LAYING" 8 "fBodyAcc-mean()-Z" -0.944269514074074
"597" "LAYING" 8 "fBodyAcc-std()-X" -0.940125298333333
"598" "LAYING" 8 "fBodyAcc-std()-Y" -0.931236756962963
"599" "LAYING" 8 "fBodyAcc-std()-Z" -0.931146497518519
"600" "LAYING" 8 "fBodyAcc-meanFreq()-X" -0.307248374366667
"601" "LAYING" 8 "fBodyAcc-meanFreq()-Y" 0.00539754357407408
"602" "LAYING" 8 "fBodyAcc-meanFreq()-Z" 0.192435787087778
"603" "LAYING" 8 "fBodyAccJerk-mean()-X" -0.973110596111111
"604" "LAYING" 8 "fBodyAccJerk-mean()-Y" -0.975877437407407
"605" "LAYING" 8 "fBodyAccJerk-mean()-Z" -0.962111136666667
"606" "LAYING" 8 "fBodyAccJerk-std()-X" -0.975959911481481
"607" "LAYING" 8 "fBodyAccJerk-std()-Y" -0.979170881666667
"608" "LAYING" 8 "fBodyAccJerk-std()-Z" -0.968699222962963
"609" "LAYING" 8 "fBodyAccJerk-meanFreq()-X" 0.164984298959259
"610" "LAYING" 8 "fBodyAccJerk-meanFreq()-Y" 0.00667286421111111
"611" "LAYING" 8 "fBodyAccJerk-meanFreq()-Z" 0.120248739635185
"612" "LAYING" 8 "fBodyGyro-mean()-X" -0.957903886111111
"613" "LAYING" 8 "fBodyGyro-mean()-Y" -0.957411160185185
"614" "LAYING" 8 "fBodyGyro-mean()-Z" -0.967461239074074
"615" "LAYING" 8 "fBodyGyro-std()-X" -0.967846360740741
"616" "LAYING" 8 "fBodyGyro-std()-Y" -0.950316470925926
"617" "LAYING" 8 "fBodyGyro-std()-Z" -0.970671966481481
"618" "LAYING" 8 "fBodyGyro-meanFreq()-X" -0.105590903972222
"619" "LAYING" 8 "fBodyGyro-meanFreq()-Y" -0.199880205519074
"620" "LAYING" 8 "fBodyGyro-meanFreq()-Z" 0.213568382200185
"621" "LAYING" 8 "fBodyAccMag-mean()" -0.932279645518518
"622" "LAYING" 8 "fBodyAccMag-std()" -0.917257979425926
"623" "LAYING" 8 "fBodyAccMag-meanFreq()" 0.0484988463518519
"624" "LAYING" 8 "fBodyBodyAccJerkMag-mean()" -0.961792852407407
"625" "LAYING" 8 "fBodyBodyAccJerkMag-std()" -0.963791094259259
"626" "LAYING" 8 "fBodyBodyAccJerkMag-meanFreq()" 0.350822601333333
"627" "LAYING" 8 "fBodyBodyGyroMag-mean()" -0.944528950555556
"628" "LAYING" 8 "fBodyBodyGyroMag-std()" -0.93678697
"629" "LAYING" 8 "fBodyBodyGyroMag-meanFreq()" -0.0620563752462963
"630" "LAYING" 8 "fBodyBodyGyroJerkMag-mean()" -0.968403945925926
"631" "LAYING" 8 "fBodyBodyGyroJerkMag-std()" -0.971793279814815
"632" "LAYING" 8 "fBodyBodyGyroJerkMag-meanFreq()" 0.219371246142593
"633" "LAYING" 9 "tBodyAcc-mean()-X" 0.2591955368
"634" "LAYING" 9 "tBodyAcc-mean()-Y" -0.020526821662
"635" "LAYING" 9 "tBodyAcc-mean()-Z" -0.10754972144
"636" "LAYING" 9 "tBodyAcc-std()-X" -0.94233309
"637" "LAYING" 9 "tBodyAcc-std()-Y" -0.9162927764
"638" "LAYING" 9 "tBodyAcc-std()-Z" -0.9407072854
"639" "LAYING" 9 "tGravityAcc-mean()-X" -0.5802528348
"640" "LAYING" 9 "tGravityAcc-mean()-Y" -0.1191541962
"641" "LAYING" 9 "tGravityAcc-mean()-Z" 0.9578730416
"642" "LAYING" 9 "tGravityAcc-std()-X" -0.9218210626
"643" "LAYING" 9 "tGravityAcc-std()-Y" -0.9699944882
"644" "LAYING" 9 "tGravityAcc-std()-Z" -0.9712046902
"645" "LAYING" 9 "tBodyAccJerk-mean()-X" 0.08807344764
"646" "LAYING" 9 "tBodyAccJerk-mean()-Y" 0.011561732718
"647" "LAYING" 9 "tBodyAccJerk-mean()-Z" -0.0070536778584
"648" "LAYING" 9 "tBodyAccJerk-std()-X" -0.9647404702
"649" "LAYING" 9 "tBodyAccJerk-std()-Y" -0.9639966798
"650" "LAYING" 9 "tBodyAccJerk-std()-Z" -0.958562455
"651" "LAYING" 9 "tBodyGyro-mean()-X" -0.013632036148
"652" "LAYING" 9 "tBodyGyro-mean()-Y" -0.15890291983
"653" "LAYING" 9 "tBodyGyro-mean()-Z" 0.101275010682
"654" "LAYING" 9 "tBodyGyro-std()-X" -0.9422465098
"655" "LAYING" 9 "tBodyGyro-std()-Y" -0.9266185314
"656" "LAYING" 9 "tBodyGyro-std()-Z" -0.9615953704
"657" "LAYING" 9 "tBodyGyroJerk-mean()-X" -0.10384667982
"658" "LAYING" 9 "tBodyGyroJerk-mean()-Y" -0.027552256948
"659" "LAYING" 9 "tBodyGyroJerk-mean()-Z" -0.0569490475
"660" "LAYING" 9 "tBodyGyroJerk-std()-X" -0.945329035
"661" "LAYING" 9 "tBodyGyroJerk-std()-Y" -0.9621702422
"662" "LAYING" 9 "tBodyGyroJerk-std()-Z" -0.9770761602
"663" "LAYING" 9 "tBodyAccMag-mean()" -0.9308684376
"664" "LAYING" 9 "tBodyAccMag-std()" -0.91512680016
"665" "LAYING" 9 "tGravityAccMag-mean()" -0.9308684376
"666" "LAYING" 9 "tGravityAccMag-std()" -0.91512680016
"667" "LAYING" 9 "tBodyAccJerkMag-mean()" -0.9633745492
"668" "LAYING" 9 "tBodyAccJerkMag-std()" -0.9550268052
"669" "LAYING" 9 "tBodyGyroMag-mean()" -0.9071250998
"670" "LAYING" 9 "tBodyGyroMag-std()" -0.8985578738
"671" "LAYING" 9 "tBodyGyroJerkMag-mean()" -0.964524819
"672" "LAYING" 9 "tBodyGyroJerkMag-std()" -0.9528015598
"673" "LAYING" 9 "fBodyAcc-mean()-X" -0.946865494
"674" "LAYING" 9 "fBodyAcc-mean()-Y" -0.9343665984
"675" "LAYING" 9 "fBodyAcc-mean()-Z" -0.9459190006
"676" "LAYING" 9 "fBodyAcc-std()-X" -0.9409810272
"677" "LAYING" 9 "fBodyAcc-std()-Y" -0.9128367508
"678" "LAYING" 9 "fBodyAcc-std()-Z" -0.9419711636
"679" "LAYING" 9 "fBodyAcc-meanFreq()-X" -0.4459627774628
"680" "LAYING" 9 "fBodyAcc-meanFreq()-Y" -0.215336752654
"681" "LAYING" 9 "fBodyAcc-meanFreq()-Z" 0.17810728092
"682" "LAYING" 9 "fBodyAccJerk-mean()-X" -0.964304065
"683" "LAYING" 9 "fBodyAccJerk-mean()-Y" -0.9640828062
"684" "LAYING" 9 "fBodyAccJerk-mean()-Z" -0.955909215
"685" "LAYING" 9 "fBodyAccJerk-std()-X" -0.9686013042
"686" "LAYING" 9 "fBodyAccJerk-std()-Y" -0.966634136
"687" "LAYING" 9 "fBodyAccJerk-std()-Z" -0.9597147176
"688" "LAYING" 9 "fBodyAccJerk-meanFreq()-X" -0.08503093738
"689" "LAYING" 9 "fBodyAccJerk-meanFreq()-Y" -0.227093669698
"690" "LAYING" 9 "fBodyAccJerk-meanFreq()-Z" -0.094374360132
"691" "LAYING" 9 "fBodyGyro-mean()-X" -0.930297921
"692" "LAYING" 9 "fBodyGyro-mean()-Y" -0.9345796594
"693" "LAYING" 9 "fBodyGyro-mean()-Z" -0.9598150092
"694" "LAYING" 9 "fBodyGyro-std()-X" -0.9463891504
"695" "LAYING" 9 "fBodyGyro-std()-Y" -0.9231319366
"696" "LAYING" 9 "fBodyGyro-std()-Z" -0.965686312
"697" "LAYING" 9 "fBodyGyro-meanFreq()-X" -0.23069917904112
"698" "LAYING" 9 "fBodyGyro-meanFreq()-Y" -0.321206958058
"699" "LAYING" 9 "fBodyGyro-meanFreq()-Z" -0.055125413678
"700" "LAYING" 9 "fBodyAccMag-mean()" -0.9266042952
"701" "LAYING" 9 "fBodyAccMag-std()" -0.921929738394
"702" "LAYING" 9 "fBodyAccMag-meanFreq()" -0.085609052452
"703" "LAYING" 9 "fBodyBodyAccJerkMag-mean()" -0.9543205856
"704" "LAYING" 9 "fBodyBodyAccJerkMag-std()" -0.9550947122
"705" "LAYING" 9 "fBodyBodyAccJerkMag-meanFreq()" 0.1670029826292
"706" "LAYING" 9 "fBodyBodyGyroMag-mean()" -0.9186053356
"707" "LAYING" 9 "fBodyBodyGyroMag-std()" -0.9034005814
"708" "LAYING" 9 "fBodyBodyGyroMag-meanFreq()" -0.20634356866
"709" "LAYING" 9 "fBodyBodyGyroJerkMag-mean()" -0.9558062546
"710" "LAYING" 9 "fBodyBodyGyroJerkMag-std()" -0.9522904702
"711" "LAYING" 9 "fBodyBodyGyroJerkMag-meanFreq()" -0.016201378678
"712" "LAYING" 10 "tBodyAcc-mean()-X" 0.280230574137931
"713" "LAYING" 10 "tBodyAcc-mean()-Y" -0.024294484137931
"714" "LAYING" 10 "tBodyAcc-mean()-Z" -0.117168642362069
"715" "LAYING" 10 "tBodyAcc-std()-X" -0.968283685
"716" "LAYING" 10 "tBodyAcc-std()-Y" -0.946454302068966
"717" "LAYING" 10 "tBodyAcc-std()-Z" -0.95947148637931
"718" "LAYING" 10 "tGravityAcc-mean()-X" -0.453069737586207
"719" "LAYING" 10 "tGravityAcc-mean()-Y" -0.139297681034483
"720" "LAYING" 10 "tGravityAcc-mean()-Z" -0.031121624137931
"721" "LAYING" 10 "tGravityAcc-std()-X" -0.954531941896552
"722" "LAYING" 10 "tGravityAcc-std()-Y" -0.966701156034483
"723" "LAYING" 10 "tGravityAcc-std()-Z" -0.963045642431035
"724" "LAYING" 10 "tBodyAccJerk-mean()-X" 0.073815064487931
"725" "LAYING" 10 "tBodyAccJerk-mean()-Y" 0.015698997097069
"726" "LAYING" 10 "tBodyAccJerk-mean()-Z" 0.00716689586275862
"727" "LAYING" 10 "tBodyAccJerk-std()-X" -0.978007466724138
"728" "LAYING" 10 "tBodyAccJerk-std()-Y" -0.966930793448276
"729" "LAYING" 10 "tBodyAccJerk-std()-Z" -0.976256662586207
"730" "LAYING" 10 "tBodyGyro-mean()-X" -0.019555937162069
"731" "LAYING" 10 "tBodyGyro-mean()-Y" -0.0770325657265517
"732" "LAYING" 10 "tBodyGyro-mean()-Z" 0.104720478344828
"733" "LAYING" 10 "tBodyGyro-std()-X" -0.961713199827586
"734" "LAYING" 10 "tBodyGyro-std()-Y" -0.953660207586207
"735" "LAYING" 10 "tBodyGyro-std()-Z" -0.971940597413793
"736" "LAYING" 10 "tBodyGyroJerk-mean()-X" -0.100308254413793
"737" "LAYING" 10 "tBodyGyroJerk-mean()-Y" -0.0388797920413793
"738" "LAYING" 10 "tBodyGyroJerk-mean()-Z" -0.0590744912758621
"739" "LAYING" 10 "tBodyGyroJerk-std()-X" -0.965900578103448
"740" "LAYING" 10 "tBodyGyroJerk-std()-Y" -0.966621040344828
"741" "LAYING" 10 "tBodyGyroJerk-std()-Z" -0.983949302758621
"742" "LAYING" 10 "tBodyAccMag-mean()" -0.956781819655172
"743" "LAYING" 10 "tBodyAccMag-std()" -0.940301654482759
"744" "LAYING" 10 "tGravityAccMag-mean()" -0.956781819655172
"745" "LAYING" 10 "tGravityAccMag-std()" -0.940301654482759
